Energy (keV), Spectra Total, Spectra Lines, Spectra Bremsstrahlung
0.0025, 0.00272728, 0, 0.00272728
0.0075, 0.00557153, 0, 0.00557153
0.0125, 0.0102123, 0, 0.0102123
0.0175, 0.0178062, 0, 0.0178062
0.0225, 0.0296898, 0, 0.0296898
0.0275, 0.0475397, 0, 0.0475397
0.0325, 0.073344, 0, 0.073344
0.0375, 0.109345, 0, 0.109345
0.0425, 0.157951, 0, 0.157951
0.0475, 0.224193, 0, 0.224193
0.0525, 0.305767, 0, 0.305767
0.0575, 0.407268, 0, 0.407268
0.0625, 0.531079, 0, 0.531079
0.0675, 0.679615, 0, 0.679615
0.0725, 0.855382, 0, 0.855382
0.0775, 1.061, 0, 1.061
0.0825, 1.2992, 0, 1.2992
0.0875, 1.5727, 0, 1.5727
0.0925, 1.88417, 0, 1.88417
0.0975, 2.23609, 0, 2.23609
0.1025, 2.63068, 0, 2.63068
0.1075, 3.06986, 0, 3.06986
0.1125, 3.55523, 0, 3.55523
0.1175, 4.088, 0, 4.088
0.1225, 4.669, 0, 4.669
0.1275, 5.29853, 0, 5.29853
0.1325, 5.97633, 0, 5.97633
0.1375, 6.70145, 0, 6.70145
0.1425, 7.47225, 0, 7.47225
0.1475, 8.28669, 0, 8.28669
0.1525, 9.14169, 0, 9.14169
0.1575, 10.034, 0, 10.034
0.1625, 10.9601, 0, 10.9601
0.1675, 11.9164, 0, 11.9164
0.1725, 12.8993, 0, 12.8993
0.1775, 13.9054, 0, 13.9054
0.1825, 14.9315, 0, 14.9315
0.1875, 15.9771, 0, 15.9771
0.1925, 17.0351, 0, 17.0351
0.1975, 18.1051, 0, 18.1051
0.2025, 19.1847, 0, 19.1847
0.2075, 20.2968, 0, 20.2968
0.2125, 21.3721, 0, 21.3721
0.2175, 22.4349, 0, 22.4349
0.2225, 23.4723, 0, 23.4723
0.2275, 24.4655, 0, 24.4655
0.2325, 25.3892, 0, 25.3892
0.2375, 26.2104, 0, 26.2104
0.2425, 26.8889, 0, 26.8889
0.2475, 27.3799, 0, 27.3799
0.2525, 27.6381, 0, 27.6381
0.2575, 27.6243, 0, 27.6243
0.2625, 27.3127, 0, 27.3127
0.2675, 26.6985, 0, 26.6985
0.2725, 25.8032, 0, 25.8032
0.2775, 24.6764, 0, 24.6764
0.2825, 23.393, 0, 23.393
0.2875, 22.0456, 0, 22.0456
0.2925, 20.7333, 0, 20.7333
0.2975, 19.5501, 0, 19.5501
0.3025, 18.5731, 0, 18.5731
0.3075, 17.8553, 0, 17.8553
0.3125, 17.4226, 0, 17.4226
0.3175, 17.2748, 0, 17.2748
0.3225, 17.3913, 0, 17.3913
0.3275, 17.7374, 0, 17.7374
0.3325, 18.2703, 0, 18.2703
0.3375, 18.9497, 0, 18.9497
0.3425, 19.7376, 0, 19.7376
0.3475, 20.6019, 0, 20.6019
0.3525, 21.5168, 0, 21.5168
0.3575, 22.4869, 0, 22.4869
0.3625, 23.4488, 0, 23.4488
0.3675, 24.4244, 0, 24.4244
0.3725, 25.3904, 0, 25.3904
0.3775, 26.3433, 0, 26.3433
0.3825, 27.3086, 0, 27.3086
0.3875, 28.2313, 0, 28.2313
0.3925, 29.1402, 0, 29.1402
0.3975, 30.0396, 0, 30.0396
0.4025, 30.9359, 0, 30.9359
0.4075, 31.8364, 0, 31.8364
0.4125, 32.7492, 0, 32.7492
0.4175, 33.6815, 0, 33.6815
0.4225, 34.6391, 0, 34.6391
0.4275, 35.6257, 0, 35.6257
0.4325, 36.6429, 0, 36.6429
0.4375, 37.6903, 0, 37.6903
0.4425, 38.7654, 0, 38.7654
0.4475, 39.8649, 0, 39.8649
0.4525, 40.9836, 0, 40.9836
0.4575, 42.1074, 0, 42.1074
0.4625, 43.2346, 0, 43.2346
0.4675, 44.3567, 0, 44.3567
0.4725, 45.4637, 0, 45.4637
0.4775, 46.5434, 0, 46.5434
0.4825, 47.5821, 0, 47.5821
0.4875, 48.5642, 0, 48.5642
0.4925, 49.4707, 0, 49.4707
0.4975, 50.2843, 0, 50.2843
0.5025, 50.9896, 0, 50.9896
0.5075, 51.5753, 0, 51.5753
0.5125, 52.0369, 0, 52.0369
0.5175, 52.3782, 0, 52.3782
0.5225, 52.6132, 0, 52.6132
0.5275, 52.7649, 0, 52.7649
0.5325, 52.8647, 0, 52.8647
0.5375, 52.9492, 0, 52.9492
0.5425, 53.0844, 0, 53.0844
0.5475, 53.2511, 0, 53.2511
0.5525, 53.5057, 0, 53.5057
0.5575, 53.8692, 0, 53.8692
0.5625, 54.3974, 0, 54.3974
0.5675, 55.0049, 0, 55.0049
0.5725, 55.7286, 0, 55.7286
0.5775, 56.5564, 0, 56.5564
0.5825, 57.4727, 0, 57.4727
0.5875, 58.4606, 0, 58.4606
0.5925, 59.5041, 0, 59.5041
0.5975, 60.5887, 0, 60.5887
0.6025, 61.7027, 0, 61.7027
0.6075, 62.8366, 0, 62.8366
0.6125, 63.9838, 0, 63.9838
0.6175, 65.14, 0, 65.14
0.6225, 66.3068, 0, 66.3068
0.6275, 67.4738, 0, 67.4738
0.6325, 68.641, 0, 68.641
0.6375, 69.8081, 0, 69.8081
0.6425, 70.9751, 0, 70.9751
0.6475, 72.1417, 0, 72.1417
0.6525, 73.3078, 0, 73.3078
0.6575, 74.4733, 0, 74.4733
0.6625, 75.6381, 0, 75.6381
0.6675, 76.8019, 0, 76.8019
0.6725, 77.9647, 0, 77.9647
0.6775, 79.1263, 0, 79.1263
0.6825, 80.2866, 0, 80.2866
0.6875, 81.4456, 0, 81.4456
0.6925, 82.603, 0, 82.603
0.6975, 83.7588, 0, 83.7588
0.7025, 84.913, 0, 84.913
0.7075, 86.0654, 0, 86.0654
0.7125, 87.2159, 0, 87.2159
0.7175, 88.3645, 0, 88.3645
0.7225, 89.5111, 0, 89.5111
0.7275, 90.6557, 0, 90.6557
0.7325, 91.8425, 0, 91.8425
0.7375, 92.9841, 0, 92.9841
0.7425, 94.1236, 0, 94.1236
0.7475, 95.2608, 0, 95.2608
0.7525, 96.3958, 0, 96.3958
0.7575, 97.5978, 0, 97.5978
0.7625, 98.7296, 0, 98.7296
0.7675, 99.8591, 0, 99.8591
0.7725, 100.986, 0, 100.986
0.7775, 102.111, 0, 102.111
0.7825, 103.233, 0, 103.233
0.7875, 104.353, 0, 104.353
0.7925, 105.471, 0, 105.471
0.7975, 106.586, 0, 106.586
0.8025, 107.699, 0, 107.699
0.8075, 108.809, 0, 108.809
0.8125, 109.917, 0, 109.917
0.8175, 111.022, 0, 111.022
0.8225, 112.125, 0, 112.125
0.8275, 113.226, 0, 113.226
0.8325, 114.324, 0, 114.324
0.8375, 115.42, 0, 115.42
0.8425, 116.514, 0, 116.514
0.8475, 117.605, 0, 117.605
0.8525, 118.694, 0, 118.694
0.8575, 119.78, 0, 119.78
0.8625, 120.865, 0, 120.865
0.8675, 121.947, 0, 121.947
0.8725, 123.027, 0, 123.027
0.8775, 124.105, 0, 124.105
0.8825, 125.181, 0, 125.181
0.8875, 126.255, 0, 126.255
0.8925, 127.326, 0, 127.326
0.8975, 128.396, 0, 128.396
0.9025, 129.463, 0, 129.463
0.9075, 130.529, 0, 130.529
0.9125, 131.592, 0, 131.592
0.9175, 132.653, 0, 132.653
0.9225, 133.713, 0, 133.713
0.9275, 134.77, 0, 134.77
0.9325, 135.825, 0, 135.825
0.9375, 136.948, 0, 136.948
0.9425, 138.001, 0, 138.001
0.9475, 139.051, 0, 139.051
0.9525, 140.101, 0, 140.101
0.9575, 141.148, 0, 141.148
0.9625, 142.285, 0, 142.285
0.9675, 143.33, 0, 143.33
0.9725, 144.373, 0, 144.373
0.9775, 145.415, 0, 145.415
0.9825, 146.455, 0, 146.455
0.9875, 147.494, 0, 147.494
0.9925, 148.531, 0, 148.531
0.9975, 149.566, 0, 149.566
1.0025, 150.6, 0, 150.6
1.0075, 151.633, 0, 151.633
1.0125, 152.664, 0, 152.664
1.0175, 153.693, 0, 153.693
1.0225, 154.721, 0, 154.721
1.0275, 155.747, 0, 155.747
1.0325, 156.772, 0, 156.772
1.0375, 157.795, 0, 157.795
1.0425, 158.816, 0, 158.816
1.0475, 159.836, 0, 159.836
1.0525, 160.854, 0, 160.854
1.0575, 161.871, 0, 161.871
1.0625, 162.886, 0, 162.886
1.0675, 163.899, 0, 163.899
1.0725, 164.91, 0, 164.91
1.0775, 165.92, 0, 165.92
1.0825, 166.929, 0, 166.929
1.0875, 167.936, 0, 167.936
1.0925, 168.941, 0, 168.941
1.0975, 169.945, 0, 169.945
1.1025, 170.947, 0, 170.947
1.1075, 171.948, 0, 171.948
1.1125, 172.947, 0, 172.947
1.1175, 173.945, 0, 173.945
1.1225, 174.941, 0, 174.941
1.1275, 175.936, 0, 175.936
1.1325, 176.93, 0, 176.93
1.1375, 177.923, 0, 177.923
1.1425, 178.914, 0, 178.914
1.1475, 179.904, 0, 179.904
1.1525, 180.984, 0, 180.984
1.1575, 181.973, 0, 181.973
1.1625, 182.96, 0, 182.96
1.1675, 183.947, 0, 183.947
1.1725, 184.932, 0, 184.932
1.1775, 185.916, 0, 185.916
1.1825, 187.011, 0, 187.011
1.1875, 187.994, 0, 187.994
1.1925, 188.976, 0, 188.976
1.1975, 189.956, 0, 189.956
1.2025, 190.935, 0, 190.935
1.2075, 191.913, 0, 191.913
1.2125, 192.89, 0, 192.89
1.2175, 193.865, 0, 193.865
1.2225, 194.839, 0, 194.839
1.2275, 195.812, 0, 195.812
1.2325, 196.784, 0, 196.784
1.2375, 197.754, 0, 197.754
1.2425, 198.724, 0, 198.724
1.2475, 199.692, 0, 199.692
1.2525, 200.659, 0, 200.659
1.2575, 201.624, 0, 201.624
1.2625, 202.589, 0, 202.589
1.2675, 203.552, 0, 203.552
1.2725, 204.515, 0, 204.515
1.2775, 205.476, 0, 205.476
1.2825, 206.436, 0, 206.436
1.2875, 207.395, 0, 207.395
1.2925, 208.353, 0, 208.353
1.2975, 209.31, 0, 209.31
1.3025, 210.266, 0, 210.266
1.3075, 211.22, 0, 211.22
1.3125, 212.174, 0, 212.174
1.3175, 213.127, 0, 213.127
1.3225, 214.079, 0, 214.079
1.3275, 215.029, 0, 215.029
1.3325, 215.979, 0, 215.979
1.3375, 216.928, 0, 216.928
1.3425, 217.876, 0, 217.876
1.3475, 218.823, 0, 218.823
1.3525, 219.769, 0, 219.769
1.3575, 220.714, 0, 220.714
1.3625, 221.658, 0, 221.658
1.3675, 222.601, 0, 222.601
1.3725, 223.543, 0, 223.543
1.3775, 224.485, 0, 224.485
1.3825, 225.537, 0, 225.537
1.3875, 226.479, 0, 226.479
1.3925, 227.419, 0, 227.419
1.3975, 228.359, 0, 228.359
1.4025, 229.297, 0, 229.297
1.4075, 230.235, 0, 230.235
1.4125, 231.303, 0, 231.303
1.4175, 232.241, 0, 232.241
1.4225, 233.178, 0, 233.178
1.4275, 234.115, 0, 234.115
1.4325, 235.05, 0, 235.05
1.4375, 235.985, 0, 235.985
1.4425, 236.919, 0, 236.919
1.4475, 237.852, 0, 237.852
1.4525, 238.785, 0, 238.785
1.4575, 239.716, 0, 239.716
1.4625, 240.643, 0, 240.643
1.4675, 241.567, 0, 241.567
1.4725, 242.487, 0, 242.487
1.4775, 243.401, 0, 243.401
1.4825, 244.307, 0, 244.307
1.4875, 245.202, 0, 245.202
1.4925, 246.083, 0, 246.083
1.4975, 246.947, 0, 246.947
1.5025, 247.788, 0, 247.788
1.5075, 248.601, 0, 248.601
1.5125, 249.381, 0, 249.381
1.5175, 250.121, 0, 250.121
1.5225, 250.815, 0, 250.815
1.5275, 251.457, 0, 251.457
1.5325, 252.043, 0, 252.043
1.5375, 252.568, 0, 252.568
1.5425, 253.029, 0, 253.029
1.5475, 253.426, 0, 253.426
1.5525, 253.758, 0, 253.758
1.5575, 254.028, 0, 254.028
1.5625, 254.242, 0, 254.242
1.5675, 254.403, 0, 254.403
1.5725, 254.52, 0, 254.52
1.5775, 254.599, 0, 254.599
1.5825, 254.649, 0, 254.649
1.5875, 254.677, 0, 254.677
1.5925, 254.689, 0, 254.689
1.5975, 254.693, 0, 254.693
1.6025, 254.694, 0, 254.694
1.6075, 254.694, 0, 254.694
1.6125, 254.698, 0, 254.698
1.6175, 254.706, 0, 254.706
1.6225, 254.851, 0, 254.851
1.6275, 254.872, 0, 254.872
1.6325, 254.899, 0, 254.899
1.6375, 254.931, 0, 254.931
1.6425, 254.967, 0, 254.967
1.6475, 255.006, 0, 255.006
1.6525, 255.177, 0, 255.177
1.6575, 255.221, 0, 255.221
1.6625, 255.266, 0, 255.266
1.6675, 255.312, 0, 255.312
1.6725, 255.359, 0, 255.359
1.6775, 255.407, 0, 255.407
1.6825, 255.455, 0, 255.455
1.6875, 255.502, 0, 255.502
1.6925, 255.549, 0, 255.549
1.6975, 255.594, 0, 255.594
1.7025, 255.64, 0, 255.64
1.7075, 255.685, 0, 255.685
1.7125, 255.729, 0, 255.729
1.7175, 255.773, 0, 255.773
1.7225, 255.816, 0, 255.816
1.7275, 255.859, 0, 255.859
1.7325, 255.901, 0, 255.901
1.7375, 255.943, 0, 255.943
1.7425, 255.984, 0, 255.984
1.7475, 256.024, 0, 256.024
1.7525, 256.063, 0, 256.063
1.7575, 256.102, 0, 256.102
1.7625, 256.14, 0, 256.14
1.7675, 256.177, 0, 256.177
1.7725, 256.213, 0, 256.213
1.7775, 256.249, 0, 256.249
1.7825, 256.283, 0, 256.283
1.7875, 256.317, 0, 256.317
1.7925, 256.35, 0, 256.35
1.7975, 256.382, 0, 256.382
1.8025, 256.414, 0, 256.414
1.8075, 256.445, 0, 256.445
1.8125, 256.475, 0, 256.475
1.8175, 256.504, 0, 256.504
1.8225, 256.532, 0, 256.532
1.8275, 256.56, 0, 256.56
1.8325, 256.587, 0, 256.587
1.8375, 256.614, 0, 256.614
1.8425, 256.639, 0, 256.639
1.8475, 256.664, 0, 256.664
1.8525, 256.689, 0, 256.689
1.8575, 256.712, 0, 256.712
1.8625, 256.735, 0, 256.735
1.8675, 256.757, 0, 256.757
1.8725, 256.907, 0, 256.907
1.8775, 256.929, 0, 256.929
1.8825, 256.95, 0, 256.95
1.8875, 256.97, 0, 256.97
1.8925, 256.989, 0, 256.989
1.8975, 257.008, 0, 257.008
1.9025, 257.026, 0, 257.026
1.9075, 257.168, 0, 257.168
1.9125, 257.186, 0, 257.186
1.9175, 257.203, 0, 257.203
1.9225, 257.219, 0, 257.219
1.9275, 257.234, 0, 257.234
1.9325, 257.249, 0, 257.249
1.9375, 257.263, 0, 257.263
1.9425, 257.276, 0, 257.276
1.9475, 257.289, 0, 257.289
1.9525, 257.301, 0, 257.301
1.9575, 257.313, 0, 257.313
1.9625, 257.324, 0, 257.324
1.9675, 257.334, 0, 257.334
1.9725, 257.343, 0, 257.343
1.9775, 257.352, 0, 257.352
1.9825, 257.361, 0, 257.361
1.9875, 257.368, 0, 257.368
1.9925, 257.376, 0, 257.376
1.9975, 257.382, 0, 257.382
2.0025, 257.388, 0, 257.388
2.0075, 258.708, 1.31449, 257.394
2.0125, 259.337, 1.93813, 257.398
2.0175, 260.212, 2.80899, 257.403
2.0225, 261.408, 4.0018, 257.406
2.0275, 263.014, 5.60401, 257.41
2.0325, 265.126, 7.71403, 257.412
2.0375, 267.852, 10.4376, 257.414
2.0425, 271.298, 13.8823, 257.416
2.0475, 275.566, 18.1493, 257.417
2.0525, 280.741, 23.3237, 257.417
2.0575, 286.88, 29.4627, 257.417
2.0625, 294, 36.5835, 257.417
2.0675, 302.067, 44.6517, 257.416
2.0725, 310.985, 53.5709, 257.414
2.0775, 320.589, 63.177, 257.412
2.0825, 330.646, 73.2364, 257.409
2.0875, 340.857, 83.4514, 257.406
2.0925, 350.874, 93.4715, 257.402
2.0975, 360.31, 102.911, 257.398
2.1025, 368.768, 111.374, 257.394
2.1075, 375.869, 118.48, 257.389
2.1125, 381.276, 123.893, 257.383
2.1175, 384.723, 127.346, 257.377
2.1225, 386.036, 128.665, 257.371
2.1275, 385.148, 127.784, 257.364
2.1325, 382.104, 124.747, 257.356
2.1375, 377.182, 119.708, 257.474
2.1425, 370.382, 112.916, 257.466
2.1475, 362.153, 104.695, 257.459
2.1525, 352.869, 95.4185, 257.45
2.1575, 342.925, 85.483, 257.442
2.1625, 332.71, 75.2775, 257.433
2.1675, 322.585, 65.1612, 257.424
2.1725, 312.978, 55.4437, 257.534
2.1775, 303.897, 46.3717, 257.525
2.1825, 295.639, 38.1235, 257.515
2.1875, 288.314, 30.8086, 257.505
2.1925, 281.968, 24.4731, 257.494
2.1975, 276.593, 19.1093, 257.484
2.2025, 272.139, 14.6669, 257.472
2.2075, 268.526, 11.0655, 257.461
2.2125, 265.655, 8.20621, 257.449
2.2175, 263.418, 5.98208, 257.436
2.2225, 261.71, 4.28648, 257.424
2.2275, 260.43, 3.01917, 257.41
2.2325, 259.487, 2.09033, 257.397
2.2375, 258.806, 1.42259, 257.383
2.2425, 257.369, 0, 257.369
2.2475, 257.355, 0, 257.355
2.2525, 257.34, 0, 257.34
2.2575, 257.325, 0, 257.325
2.2625, 257.309, 0, 257.309
2.2675, 257.294, 0, 257.294
2.2725, 257.278, 0, 257.278
2.2775, 257.261, 0, 257.261
2.2825, 257.244, 0, 257.244
2.2875, 257.227, 0, 257.227
2.2925, 257.21, 0, 257.21
2.2975, 257.192, 0, 257.192
2.3025, 257.174, 0, 257.174
2.3075, 257.156, 0, 257.156
2.3125, 257.138, 0, 257.138
2.3175, 257.119, 0, 257.119
2.3225, 257.1, 0, 257.1
2.3275, 257.08, 0, 257.08
2.3325, 257.06, 0, 257.06
2.3375, 257.04, 0, 257.04
2.3425, 257.02, 0, 257.02
2.3475, 257, 0, 257
2.3525, 256.979, 0, 256.979
2.3575, 256.958, 0, 256.958
2.3625, 256.936, 0, 256.936
2.3675, 256.914, 0, 256.914
2.3725, 256.892, 0, 256.892
2.3775, 256.87, 0, 256.87
2.3825, 256.848, 0, 256.848
2.3875, 256.825, 0, 256.825
2.3925, 256.802, 0, 256.802
2.3975, 256.779, 0, 256.779
2.4025, 256.755, 0, 256.755
2.4075, 256.731, 0, 256.731
2.4125, 256.828, 0, 256.828
2.4175, 256.804, 0, 256.804
2.4225, 256.781, 0, 256.781
2.4275, 256.757, 0, 256.757
2.4325, 256.733, 0, 256.733
2.4375, 256.708, 0, 256.708
2.4425, 256.683, 0, 256.683
2.4475, 256.774, 0, 256.774
2.4525, 256.75, 0, 256.75
2.4575, 256.725, 0, 256.725
2.4625, 256.7, 0, 256.7
2.4675, 256.675, 0, 256.675
2.4725, 256.65, 0, 256.65
2.4775, 256.624, 0, 256.624
2.4825, 256.598, 0, 256.598
2.4875, 256.572, 0, 256.572
2.4925, 256.546, 0, 256.546
2.4975, 256.52, 0, 256.52
2.5025, 256.493, 0, 256.493
2.5075, 256.466, 0, 256.466
2.5125, 256.439, 0, 256.439
2.5175, 256.412, 0, 256.412
2.5225, 256.384, 0, 256.384
2.5275, 256.357, 0, 256.357
2.5325, 256.329, 0, 256.329
2.5375, 256.301, 0, 256.301
2.5425, 256.272, 0, 256.272
2.5475, 256.244, 0, 256.244
2.5525, 256.215, 0, 256.215
2.5575, 256.187, 0, 256.187
2.5625, 256.158, 0, 256.158
2.5675, 256.128, 0, 256.128
2.5725, 256.099, 0, 256.099
2.5775, 256.07, 0, 256.07
2.5825, 256.04, 0, 256.04
2.5875, 256.01, 0, 256.01
2.5925, 255.98, 0, 255.98
2.5975, 255.95, 0, 255.95
2.6025, 255.919, 0, 255.919
2.6075, 255.888, 0, 255.888
2.6125, 255.858, 0, 255.858
2.6175, 255.827, 0, 255.827
2.6225, 255.796, 0, 255.796
2.6275, 255.764, 0, 255.764
2.6325, 255.733, 0, 255.733
2.6375, 255.701, 0, 255.701
2.6425, 255.669, 0, 255.669
2.6475, 255.637, 0, 255.637
2.6525, 255.605, 0, 255.605
2.6575, 255.573, 0, 255.573
2.6625, 255.541, 0, 255.541
2.6675, 255.508, 0, 255.508
2.6725, 255.475, 0, 255.475
2.6775, 255.442, 0, 255.442
2.6825, 255.409, 0, 255.409
2.6875, 255.376, 0, 255.376
2.6925, 255.343, 0, 255.343
2.6975, 255.425, 0, 255.425
2.7025, 255.392, 0, 255.392
2.7075, 255.359, 0, 255.359
2.7125, 255.326, 0, 255.326
2.7175, 255.292, 0, 255.292
2.7225, 255.259, 0, 255.259
2.7275, 255.225, 0, 255.225
2.7325, 255.191, 0, 255.191
2.7375, 255.269, 0, 255.269
2.7425, 255.235, 0, 255.235
2.7475, 255.202, 0, 255.202
2.7525, 255.168, 0, 255.168
2.7575, 255.134, 0, 255.134
2.7625, 255.1, 0, 255.1
2.7675, 255.066, 0, 255.066
2.7725, 255.031, 0, 255.031
2.7775, 254.997, 0, 254.997
2.7825, 254.962, 0, 254.962
2.7875, 254.928, 0, 254.928
2.7925, 254.893, 0, 254.893
2.7975, 254.858, 0, 254.858
2.8025, 254.823, 0, 254.823
2.8075, 254.788, 0, 254.788
2.8125, 254.752, 0, 254.752
2.8175, 254.717, 0, 254.717
2.8225, 254.681, 0, 254.681
2.8275, 254.646, 0, 254.646
2.8325, 254.61, 0, 254.61
2.8375, 254.574, 0, 254.574
2.8425, 254.538, 0, 254.538
2.8475, 254.502, 0, 254.502
2.8525, 254.465, 0, 254.465
2.8575, 254.429, 0, 254.429
2.8625, 254.393, 0, 254.393
2.8675, 254.356, 0, 254.356
2.8725, 254.319, 0, 254.319
2.8775, 254.283, 0, 254.283
2.8825, 254.246, 0, 254.246
2.8875, 254.209, 0, 254.209
2.8925, 254.172, 0, 254.172
2.8975, 254.135, 0, 254.135
2.9025, 254.097, 0, 254.097
2.9075, 254.06, 0, 254.06
2.9125, 254.022, 0, 254.022
2.9175, 253.985, 0, 253.985
2.9225, 253.947, 0, 253.947
2.9275, 253.91, 0, 253.91
2.9325, 253.872, 0, 253.872
2.9375, 253.834, 0, 253.834
2.9425, 253.796, 0, 253.796
2.9475, 253.758, 0, 253.758
2.9525, 253.719, 0, 253.719
2.9575, 253.681, 0, 253.681
2.9625, 253.643, 0, 253.643
2.9675, 253.604, 0, 253.604
2.9725, 253.566, 0, 253.566
2.9775, 253.527, 0, 253.527
2.9825, 253.488, 0, 253.488
2.9875, 253.449, 0, 253.449
2.9925, 253.41, 0, 253.41
2.9975, 253.483, 0, 253.483
3.0025, 253.444, 0, 253.444
3.0075, 253.406, 0, 253.406
3.0125, 253.367, 0, 253.367
3.0175, 253.328, 0, 253.328
3.0225, 253.289, 0, 253.289
3.0275, 253.25, 0, 253.25
3.0325, 253.211, 0, 253.211
3.0375, 253.279, 0, 253.279
3.0425, 253.24, 0, 253.24
3.0475, 253.201, 0, 253.201
3.0525, 253.162, 0, 253.162
3.0575, 253.123, 0, 253.123
3.0625, 253.084, 0, 253.084
3.0675, 253.045, 0, 253.045
3.0725, 253.006, 0, 253.006
3.0775, 252.966, 0, 252.966
3.0825, 252.927, 0, 252.927
3.0875, 252.888, 0, 252.888
3.0925, 252.848, 0, 252.848
3.0975, 252.809, 0, 252.809
3.1025, 252.769, 0, 252.769
3.1075, 252.729, 0, 252.729
3.1125, 252.689, 0, 252.689
3.1175, 252.649, 0, 252.649
3.1225, 252.61, 0, 252.61
3.1275, 252.57, 0, 252.57
3.1325, 252.529, 0, 252.529
3.1375, 252.489, 0, 252.489
3.1425, 252.449, 0, 252.449
3.1475, 252.409, 0, 252.409
3.1525, 252.369, 0, 252.369
3.1575, 252.328, 0, 252.328
3.1625, 252.288, 0, 252.288
3.1675, 252.247, 0, 252.247
3.1725, 252.206, 0, 252.206
3.1775, 252.166, 0, 252.166
3.1825, 252.125, 0, 252.125
3.1875, 252.084, 0, 252.084
3.1925, 252.043, 0, 252.043
3.1975, 252.002, 0, 252.002
3.2025, 251.961, 0, 251.961
3.2075, 251.92, 0, 251.92
3.2125, 251.879, 0, 251.879
3.2175, 251.838, 0, 251.838
3.2225, 251.796, 0, 251.796
3.2275, 251.755, 0, 251.755
3.2325, 251.713, 0, 251.713
3.2375, 251.672, 0, 251.672
3.2425, 251.63, 0, 251.63
3.2475, 251.588, 0, 251.588
3.2525, 251.546, 0, 251.546
3.2575, 251.505, 0, 251.505
3.2625, 251.463, 0, 251.463
3.2675, 251.421, 0, 251.421
3.2725, 251.379, 0, 251.379
3.2775, 251.336, 0, 251.336
3.2825, 251.294, 0, 251.294
3.2875, 251.252, 0, 251.252
3.2925, 251.21, 0, 251.21
3.2975, 251.167, 0, 251.167
3.3025, 251.125, 0, 251.125
3.3075, 251.189, 0, 251.189
3.3125, 251.147, 0, 251.147
3.3175, 251.105, 0, 251.105
3.3225, 251.063, 0, 251.063
3.3275, 251.02, 0, 251.02
3.3325, 250.978, 0, 250.978
3.3375, 250.936, 0, 250.936
3.3425, 250.893, 0, 250.893
3.3475, 250.851, 0, 250.851
3.3525, 250.911, 0, 250.911
3.3575, 250.869, 0, 250.869
3.3625, 250.827, 0, 250.827
3.3675, 250.784, 0, 250.784
3.3725, 250.742, 0, 250.742
3.3775, 250.699, 0, 250.699
3.3825, 250.657, 0, 250.657
3.3875, 250.614, 0, 250.614
3.3925, 250.572, 0, 250.572
3.3975, 250.529, 0, 250.529
3.4025, 250.486, 0, 250.486
3.4075, 250.444, 0, 250.444
3.4125, 250.401, 0, 250.401
3.4175, 250.358, 0, 250.358
3.4225, 250.315, 0, 250.315
3.4275, 250.272, 0, 250.272
3.4325, 250.229, 0, 250.229
3.4375, 250.186, 0, 250.186
3.4425, 250.143, 0, 250.143
3.4475, 250.099, 0, 250.099
3.4525, 250.056, 0, 250.056
3.4575, 250.013, 0, 250.013
3.4625, 249.969, 0, 249.969
3.4675, 249.926, 0, 249.926
3.4725, 249.882, 0, 249.882
3.4775, 249.839, 0, 249.839
3.4825, 249.795, 0, 249.795
3.4875, 249.752, 0, 249.752
3.4925, 249.708, 0, 249.708
3.4975, 249.664, 0, 249.664
3.5025, 249.62, 0, 249.62
3.5075, 249.576, 0, 249.576
3.5125, 249.533, 0, 249.533
3.5175, 249.489, 0, 249.489
3.5225, 249.445, 0, 249.445
3.5275, 249.4, 0, 249.4
3.5325, 249.356, 0, 249.356
3.5375, 249.312, 0, 249.312
3.5425, 249.268, 0, 249.268
3.5475, 249.224, 0, 249.224
3.5525, 249.179, 0, 249.179
3.5575, 249.135, 0, 249.135
3.5625, 249.091, 0, 249.091
3.5675, 249.046, 0, 249.046
3.5725, 249.002, 0, 249.002
3.5775, 248.957, 0, 248.957
3.5825, 248.913, 0, 248.913
3.5875, 248.868, 0, 248.868
3.5925, 248.823, 0, 248.823
3.5975, 248.778, 0, 248.778
3.6025, 248.734, 0, 248.734
3.6075, 248.689, 0, 248.689
3.6125, 248.644, 0, 248.644
3.6175, 248.599, 0, 248.599
3.6225, 248.554, 0, 248.554
3.6275, 248.509, 0, 248.509
3.6325, 248.567, 0, 248.567
3.6375, 248.522, 0, 248.522
3.6425, 248.478, 0, 248.478
3.6475, 248.433, 0, 248.433
3.6525, 248.388, 0, 248.388
3.6575, 248.343, 0, 248.343
3.6625, 248.299, 0, 248.299
3.6675, 248.254, 0, 248.254
3.6725, 248.307, 0, 248.307
3.6775, 248.263, 0, 248.263
3.6825, 248.218, 0, 248.218
3.6875, 248.174, 0, 248.174
3.6925, 248.129, 0, 248.129
3.6975, 248.084, 0, 248.084
3.7025, 248.039, 0, 248.039
3.7075, 247.995, 0, 247.995
3.7125, 247.95, 0, 247.95
3.7175, 247.905, 0, 247.905
3.7225, 247.86, 0, 247.86
3.7275, 247.815, 0, 247.815
3.7325, 247.77, 0, 247.77
3.7375, 247.725, 0, 247.725
3.7425, 247.68, 0, 247.68
3.7475, 247.635, 0, 247.635
3.7525, 247.59, 0, 247.59
3.7575, 247.544, 0, 247.544
