Region, Symbol, Line Ka1, Line Ka2, Line Kb1, Line Kb2, Line La , Line Lb1, Line Lb2, Line Lg , Line Ma 
0, Cu, 0.00194507, 0.00179503, 0.0337762, 0, 8.20759e-158, 0, 0, 0, 0
