X (nm), Y (nm), Z (nm), Corrected X (nm), Corrected Y (nm), Corrected Z (nm), E (keV), DeltaE (keV), Theta (rad), Corrected Theta (rad), Phi (rad), Corrected Phi (rad)
-0.656315, 1.52466, 0, -0.656315, 1.52466, 0, 0.731972, 0.268028, 2.12914, 2.12914, 1.58638, 1.58638
-0.6405, -0.664689, 0, -0.6405, -0.664689, 0, 0.652285, 0.347715, 2.20686, 2.20686, 5.90577, 5.90577
-0.0078919, 0.0372626, 0, -0.0078919, 0.0372626, 0, 0.9904, 0.00959995, 2.79757, 2.79757, 1.7795, 1.7795
-0.178996, -0.264291, 0, -0.178996, -0.264291, 0, 0.967076, 0.0329236, 2.5147, 2.5147, 4.27636, 4.27636
2.57071, -1.59083, 0, 2.57071, -1.59083, 0, 0.613284, 0.386716, 2.0279, 2.0279, 5.16498, 5.16498
-1.38324, -7.50292, 0, -1.38324, -7.50292, 0, 0.559961, 0.440039, 2.43797, 2.43797, 4.44466, 4.44466
0.82407, 0.123747, 0, 0.82407, 0.123747, 0, 0.950925, 0.0490751, 1.94123, 1.94123, 0.183227, 0.183227
-1.66027, -1.07522, 0, -1.66027, -1.07522, 0, 0.868356, 0.131644, 1.95814, 1.95814, 1.11612, 1.11612
0.408706, -0.542925, 0, 0.408706, -0.542925, 0, 0.954682, 0.0453182, 1.98355, 1.98355, 5.34732, 5.34732
-0.0991028, 0.175436, 0, -0.0991028, 0.175436, 0, 0.981056, 0.0189437, 2.26919, 2.26919, 2.085, 2.085
-2.77091, 4.71767, 0, -2.77091, 4.71767, 0, 0.350168, 0.649832, 2.66709, 2.66709, 3.1257, 3.1257
-0.841862, 0.515816, 0, -0.841862, 0.515816, 0, 0.615793, 0.384207, 1.98498, 1.98498, 5.46776, 5.46776
2.03265, 2.37887, 0, 2.03265, 2.37887, 0, 0.25492, 0.74508, 2.77313, 2.77313, 3.26888, 3.26888
1.00021, -2.22545, 0, 1.00021, -2.22545, 0, 0.671906, 0.328094, 2.83628, 2.83628, 0.0700278, 0.0700278
-0.617982, -0.107152, 0, -0.617982, -0.107152, 0, 0.928154, 0.0718456, 2.34364, 2.34364, 5.9204, 5.9204
0.642707, 1.83366, 0, 0.642707, 1.83366, 0, 0.721379, 0.278621, 2.31631, 2.31631, 0.642746, 0.642746
-0.262725, -0.00271606, 0, -0.262725, -0.00271606, 0, 0.974147, 0.0258531, 2.08373, 2.08373, 3.62114, 3.62114
3.40844, -2.49678, 0, 3.40844, -2.49678, 0, 0.720562, 0.279438, 2.07002, 2.07002, 3.68342, 3.68342
-0.269309, -1.47913, 0, -0.269309, -1.47913, 0, 0.551477, 0.448523, 2.52696, 2.52696, 3.01244, 3.01244
0.518559, 0.574558, 0, 0.518559, 0.574558, 0, 0.389932, 0.610068, 2.81108, 2.81108, 3.51885, 3.51885
2.42641, 0.295725, 0, 2.42641, 0.295725, 0, 0.806994, 0.193006, 2.21886, 2.21886, 0.0286498, 0.0286498
0.0507208, 0.0688226, 0, 0.0507208, 0.0688226, 0, 0.995016, 0.00498445, 1.85389, 1.85389, 0.935681, 0.935681
0.885177, -1.20198, 0, 0.885177, -1.20198, 0, 0.727338, 0.272662, 2.30219, 2.30219, 5.30769, 5.30769
0.132222, 0.214351, 0, 0.132222, 0.214351, 0, 0.928056, 0.0719436, 2.842, 2.842, 0.602357, 0.602357
-0.348346, 0.759337, 0, -0.348346, 0.759337, 0, 0.759192, 0.240808, 2.64173, 2.64173, 1.97379, 1.97379
-0.648862, -4.00792, 0, -0.648862, -4.00792, 0, 0.511631, 0.488369, 1.91811, 1.91811, 3.71056, 3.71056
-2.23317, 2.90337, 0, -2.23317, 2.90337, 0, 0.76464, 0.23536, 1.98538, 1.98538, 0.541718, 0.541718
-3.00113, 2.31493, 0, -3.00113, 2.31493, 0, 0.432238, 0.567762, 1.75583, 1.75583, 3.02066, 3.02066
-0.727167, -0.281583, 0, -0.727167, -0.281583, 0, 0.841202, 0.158798, 2.17051, 2.17051, 3.21394, 3.21394
3.8628, -4.00776, 0, 3.8628, -4.00776, 0, 0.344279, 0.655721, 2.7301, 2.7301, 6.21499, 6.21499
-0.319041, -0.190799, 0, -0.319041, -0.190799, 0, 0.925551, 0.0744488, 2.43492, 2.43492, 3.33263, 3.33263
3.59337, -6.27531, 0, 3.59337, -6.27531, 0, 0.422447, 0.577553, 2.33276, 2.33276, 5.7631, 5.7631
-3.2451, -2.70024, 0, -3.2451, -2.70024, 0, 0.716087, 0.283913, 1.9978, 1.9978, 4.69562, 4.69562
0.501284, 4.96582, 0, 0.501284, 4.96582, 0, 0.613432, 0.386568, 2.4958, 2.4958, 1.06686, 1.06686
-0.695758, 4.95676, 0, -0.695758, 4.95676, 0, 0.749154, 0.250846, 2.49089, 2.49089, 1.27267, 1.27267
1.02762, -1.4015, 0, 1.02762, -1.4015, 0, 0.645843, 0.354157, 2.59139, 2.59139, 2.47383, 2.47383
1.33221, 3.3169, 0, 1.33221, 3.3169, 0, 0.307342, 0.692658, 2.14074, 2.14074, 4.30787, 4.30787
2.13674, -0.583594, 0, 2.13674, -0.583594, 0, 0.777845, 0.222155, 2.93446, 2.93446, 2.85758, 2.85758
-1.11105, -1.69403, 0, -1.11105, -1.69403, 0, 0.785865, 0.214135, 2.19309, 2.19309, 4.16802, 4.16802
0.518268, -3.13853, 0, 0.518268, -3.13853, 0, 0.384, 0.616, 2.479, 2.479, 0.286525, 0.286525
-1.2939, -0.0693021, 0, -1.2939, -0.0693021, 0, 0.895804, 0.104196, 3.0505, 3.0505, 4.17851, 4.17851
2.08454, -2.33719, 2.22045e-017, 2.08454, -2.33719, 2.22045e-017, 0.822892, 0.177108, 1.94627, 1.94627, 5.28573, 5.28573
3.46082, -0.549934, 0, 3.46082, -0.549934, 0, 0.422397, 0.577603, 1.8537, 1.8537, 5.41461, 5.41461
-4.11847, 1.01438, 0, -4.11847, 1.01438, 0, 0.313791, 0.686209, 2.12226, 2.12226, 5.46447, 5.46447
-0.829306, -0.80157, 0, -0.829306, -0.80157, 0, 0.933076, 0.0669236, 2.11253, 2.11253, 3.76604, 3.76604
-0.22368, 0.250778, 0, -0.22368, 0.250778, 0, 0.824559, 0.175441, 2.94987, 2.94987, 2.72894, 2.72894
0.29081, -0.015047, 0, 0.29081, -0.015047, 0, 0.974182, 0.0258183, 2.2281, 2.2281, 0.155792, 0.155792
2.17341, -0.445638, 0, 2.17341, -0.445638, 0, 0.849577, 0.150423, 2.25309, 2.25309, 0.20754, 0.20754
0.657353, -0.621319, 0, 0.657353, -0.621319, 0, 0.954225, 0.0457755, 1.81567, 1.81567, 5.40579, 5.40579
-0.516788, 2.98475, 0, -0.516788, 2.98475, 0, 0.293342, 0.706658, 2.12846, 2.12846, 0.398695, 0.398695
2.59246, -1.03998, 0, 2.59246, -1.03998, 0, 0.13031, 0.86969, 2.62215, 2.62215, 5.23499, 5.23499
-0.128534, 0.890022, 0, -0.128534, 0.890022, 0, 0.904773, 0.0952273, 2.35208, 2.35208, 3.6441, 3.6441
-0.468766, 0.603228, 0, -0.468766, 0.603228, 0, 0.955175, 0.0448245, 2.04237, 2.04237, 1.96796, 1.96796
-0.715667, -1.96877, 0, -0.715667, -1.96877, 0, 0.496411, 0.503589, 2.28645, 2.28645, 2.51339, 2.51339
-5.70584, 4.94997, 0, -5.70584, 4.94997, 0, 0.352716, 0.647284, 2.43156, 2.43156, 1.59861, 1.59861
-0.831095, 2.91678, 0, -0.831095, 2.91678, 0, 0.537675, 0.462325, 2.25954, 2.25954, 0.523187, 0.523187
-1.89481, 3.24279, 0, -1.89481, 3.24279, 0, 0.420381, 0.579619, 2.61869, 2.61869, 1.27525, 1.27525
-2.40381, 0.847413, 0, -2.40381, 0.847413, 0, 0.2578, 0.7422, 1.63587, 1.63587, 4.21027, 4.21027
-1.11638, 0.933889, 0, -1.11638, 0.933889, 0, 0.739692, 0.260308, 2.15377, 2.15377, 1.34595, 1.34595
3.16095, -5.26639, 2.22045e-017, 3.16095, -5.26639, 2.22045e-017, 0.442859, 0.557141, 2.34054, 2.34054, 0.293523, 0.293523
-1.88701, 3.18793, 0, -1.88701, 3.18793, 0, 0.677447, 0.322553, 2.48844, 2.48844, 1.71815, 1.71815
1.72249, 1.92777, 0, 1.72249, 1.92777, 0, 0.615576, 0.384424, 2.21457, 2.21457, 0.111154, 0.111154
-0.0514918, -0.0548385, 0, -0.0514918, -0.0548385, 0, 0.98836, 0.0116403, 2.58997, 2.58997, 3.95845, 3.95845
-0.344367, 2.57373, 0, -0.344367, 2.57373, 0, 0.692411, 0.307589, 2.35553, 2.35553, 0.943769, 0.943769
0.210185, 2.21225, 0, 0.210185, 2.21225, 0, 0.803344, 0.196656, 2.43643, 2.43643, 4.62388, 4.62388
2.51443, 1.21596, 0, 2.51443, 1.21596, 0, 0.202662, 0.797338, 2.90958, 2.90958, 3.04024, 3.04024
0.882375, 0.817782, 0, 0.882375, 0.817782, 0, 0.646584, 0.353416, 2.00688, 2.00688, 1.93237, 1.93237
-1.33562, 0.48416, 0, -1.33562, 0.48416, 0, 0.8881, 0.1119, 2.26951, 2.26951, 1.93404, 1.93404
0.96913, 1.13877, 0, 0.96913, 1.13877, 0, 0.74012, 0.25988, 2.54394, 2.54394, 0.357791, 0.357791
1.47585, -0.82866, 0, 1.47585, -0.82866, 0, 0.871335, 0.128665, 2.61906, 2.61906, 0.569833, 0.569833
-2.19865, -0.800502, 0, -2.19865, -0.800502, 0, 0.52608, 0.47392, 1.96901, 1.96901, 3.17893, 3.17893
-0.0974406, -0.01763, 0, -0.0974406, -0.01763, 0, 0.992203, 0.00779714, 2.14257, 2.14257, 3.44721, 3.44721
1.26762, -0.279093, 0, 1.26762, -0.279093, 0, 0.849709, 0.150291, 2.17226, 2.17226, 5.90482, 5.90482
2.21013, -6.39739, 0, 2.21013, -6.39739, 0, 0.148176, 0.851824, 2.57312, 2.57312, 1.47072, 1.47072
0.0767356, 1.70307, 0, 0.0767356, 1.70307, 0, 0.861966, 0.138034, 2.14975, 2.14975, 1.52998, 1.52998
-0.231787, -0.834488, 0, -0.231787, -0.834488, 0, 0.0661726, 0.933827, 1.74145, 1.74145, 3.86992, 3.86992
0.039808, 0.508084, 0, 0.039808, 0.508084, 0, 0.958138, 0.0418619, 2.15957, 2.15957, 1.49261, 1.49261
1.05622, 0.376148, 0, 1.05622, 0.376148, 0, 0.689051, 0.310949, 2.15482, 2.15482, 5.2299, 5.2299
-0.245716, -2.64044, 0, -0.245716, -2.64044, 0, 0.137194, 0.862806, 2.36008, 2.36008, 5.76359, 5.76359
-0.11271, 0.14557, 0, -0.11271, 0.14557, 0, 0.982784, 0.0172156, 2.26519, 2.26519, 2.22965, 2.22965
2.62697, 0.423579, 0, 2.62697, 0.423579, 0, 0.610478, 0.389522, 3.08365, 3.08365, 4.91748, 4.91748
-0.159152, 0.415688, 0, -0.159152, 0.415688, 0, 0.942797, 0.0572028, 2.48181, 2.48181, 1.93644, 1.93644
2.9949, 0.213738, 0, 2.9949, 0.213738, 0, 0.0793835, 0.920617, 2.45393, 2.45393, 2.46424, 2.46424
-0.790934, -1.37763, 0, -0.790934, -1.37763, 0, 0.878703, 0.121297, 1.99835, 1.99835, 4.40561, 4.40561
-4.4788, 5.72727, 0, -4.4788, 5.72727, 0, 0.184408, 0.815592, 1.95838, 1.95838, 5.96198, 5.96198
0.0808163, -0.452916, 0, 0.0808163, -0.452916, 0, 0.778209, 0.221791, 2.60568, 2.60568, 0.731382, 0.731382
-0.521762, 0.310333, 0, -0.521762, 0.310333, 0, 0.94301, 0.0569902, 1.92166, 1.92166, 2.10335, 2.10335
-0.117697, 0.0122118, 0, -0.117697, 0.0122118, 0, 0.983198, 0.0168018, 2.59822, 2.59822, 3.10615, 3.10615
0.472914, 1.27792, 0, 0.472914, 1.27792, 0, 0.903419, 0.096581, 2.01037, 2.01037, 1.2204, 1.2204
-2.75577, 1.70759, 0, -2.75577, 1.70759, 0, 0.49882, 0.50118, 2.1783, 2.1783, 1.18637, 1.18637
-6.50843, -3.95859, 0, -6.50843, -3.95859, 0, 0.433937, 0.566063, 2.34141, 2.34141, 4.67082, 4.67082
1.22096, -0.336901, 0, 1.22096, -0.336901, 0, 0.900363, 0.0996368, 2.03107, 2.03107, 5.75488, 5.75488
-1.07273, -0.437714, 0, -1.07273, -0.437714, 0, 0.398771, 0.601229, 2.09357, 2.09357, 3.42247, 3.42247
-0.456888, 0.177, 0, -0.456888, 0.177, 0, 0.967357, 0.0326434, 1.97707, 1.97707, 2.77199, 2.77199
-4.303, -1.18547, 0, -4.303, -1.18547, 0, 0.721377, 0.278623, 2.91929, 2.91929, 3.95613, 3.95613
0.768191, 0.0260856, 0, 0.768191, 0.0260856, 0, 0.924666, 0.0753335, 1.98977, 1.98977, 5.95909, 5.95909
0.41344, 1.41704, 0, 0.41344, 1.41704, 0, 0.84535, 0.15465, 2.6551, 2.6551, 3.0985, 3.0985
0.051783, -0.0105421, 0, 0.051783, -0.0105421, 0, 0.989849, 0.0101506, 2.56584, 2.56584, 5.65043, 5.65043
-0.0328418, -0.0082808, 0, -0.0328418, -0.0082808, 0, 0.945941, 0.054059, 3.05429, 3.05429, 2.49327, 2.49327
-1.3109, -0.628233, 0, -1.3109, -0.628233, 0, 0.734778, 0.265222, 2.3066, 2.3066, 3.72013, 3.72013
-0.177969, -0.0327579, 0, -0.177969, -0.0327579, 0, 0.978975, 0.0210248, 2.3719, 2.3719, 3.25788, 3.25788
1.09068, -3.29438, 0, 1.09068, -3.29438, 0, 0.154179, 0.845821, 2.61776, 2.61776, 5.52731, 5.52731
0.611469, -0.460679, 0, 0.611469, -0.460679, 0, 0.770542, 0.229458, 3.04032, 3.04032, 1.19109, 1.19109
-0.210507, 3.5165, 0, -0.210507, 3.5165, 0, 0.728924, 0.271076, 2.42906, 2.42906, 1.69398, 1.69398
2.85127, 2.57395, 0, 2.85127, 2.57395, 0, 0.658568, 0.341432, 2.18184, 2.18184, 1.2409, 1.2409
-3.32128, 1.11167, 0, -3.32128, 1.11167, 0, 0.378183, 0.621817, 2.09956, 2.09956, 1.32094, 1.32094
-0.158112, -4.79504, 0, -0.158112, -4.79504, 0, 0.742289, 0.257711, 2.96743, 2.96743, 4.83749, 4.83749
-1.82887, -3.09851, 0, -1.82887, -3.09851, 0, 0.777342, 0.222658, 2.94536, 2.94536, 4.71621, 4.71621
0.353265, 0.544896, 0, 0.353265, 0.544896, 0, 0.937168, 0.062832, 2.2202, 2.2202, 1.04335, 1.04335
-0.947683, -1.10485, 0, -0.947683, -1.10485, 0, 0.844902, 0.155098, 1.98066, 1.98066, 3.50862, 3.50862
-1.83186, 0.131786, 0, -1.83186, 0.131786, 0, 0.897644, 0.102356, 1.75738, 1.75738, 2.7252, 2.7252
-3.47584, 0.178214, 0, -3.47584, 0.178214, 0, 0.592528, 0.407472, 2.16075, 2.16075, 3.53716, 3.53716
-0.155069, -0.678951, 0, -0.155069, -0.678951, 0, 0.957514, 0.0424862, 1.9329, 1.9329, 4.40222, 4.40222
2.08456, -0.665104, 0, 2.08456, -0.665104, 0, 0.18188, 0.81812, 2.73865, 2.73865, 1.62393, 1.62393
0.777098, -1.683, 0, 0.777098, -1.683, 0, 0.637903, 0.362097, 2.19423, 2.19423, 4.499, 4.499
3.42378, -0.0608433, 1.11022e-017, 3.42378, -0.0608433, 1.11022e-017, 0.515956, 0.484044, 1.99633, 1.99633, 4.73307, 4.73307
0.0680681, 1.30117, 0, 0.0680681, 1.30117, 0, 0.935351, 0.0646492, 1.8109, 1.8109, 1.44392, 1.44392
-0.394869, -0.326032, 0, -0.394869, -0.326032, 0, 0.959993, 0.0400073, 2.14423, 2.14423, 3.84544, 3.84544
-0.347248, -0.222852, 0, -0.347248, -0.222852, 0, 0.856577, 0.143423, 2.56527, 2.56527, 3.68658, 3.68658
-0.338381, 0.280284, 1.77636e-016, -0.338381, 0.280284, 1.77636e-016, 0.80049, 0.19951, 2.7031, 2.7031, 1.65425, 1.65425
-2.20365, -0.572128, 0, -2.20365, -0.572128, 0, 0.151563, 0.848437, 2.19926, 2.19926, 6.02431, 6.02431
-0.387497, 0.164908, 0, -0.387497, 0.164908, 0, 0.94634, 0.0536596, 2.35683, 2.35683, 2.62495, 2.62495
1.56984, 0.0991905, 0, 1.56984, 0.0991905, 0, 0.880289, 0.119711, 2.09036, 2.09036, 0.0125099, 0.0125099
5.55036, 1.91062, 0, 5.55036, 1.91062, 0, 0.613375, 0.386625, 1.98727, 1.98727, 1.25434, 1.25434
-1.85478, -5.11471, 0, -1.85478, -5.11471, 0, 0.452, 0.548, 2.42359, 2.42359, 5.0709, 5.0709
-1.46916, -0.796055, 0, -1.46916, -0.796055, 0, 0.880979, 0.119021, 2.28147, 2.28147, 3.50919, 3.50919
0.151831, -0.592294, 0, 0.151831, -0.592294, 0, 0.70244, 0.29756, 2.4293, 2.4293, 5.71557, 5.71557
4.5017, 1.97237, 0, 4.5017, 1.97237, 0, 0.760205, 0.239795, 1.71169, 1.71169, 0.045006, 0.045006
7.59879, -3.58793, 0, 7.59879, -3.58793, 0, 0.157716, 0.842284, 2.34853, 2.34853, 1.61685, 1.61685
2.10361, -0.346461, 0, 2.10361, -0.346461, 0, 0.794216, 0.205784, 2.22173, 2.22173, 5.97011, 5.97011
0.50385, 0.305168, 0, 0.50385, 0.305168, 0, 0.883503, 0.116497, 2.50432, 2.50432, 6.18456, 6.18456
-1.99959, -5.28666, 0, -1.99959, -5.28666, 0, 0.432544, 0.567456, 2.29477, 2.29477, 5.51642, 5.51642
0.237947, -1.61318, 0, 0.237947, -1.61318, 0, 0.361135, 0.638865, 2.18491, 2.18491, 5.99303, 5.99303
2.76033, -0.493666, 0, 2.76033, -0.493666, 0, 0.769397, 0.230603, 2.49136, 2.49136, 4.27581, 4.27581
-0.128696, 0.271634, 0, -0.128696, 0.271634, 0, 0.979045, 0.0209554, 2.01923, 2.01923, 2.01325, 2.01325
2.61025, 1.24602, 0, 2.61025, 1.24602, 0, 0.702712, 0.297288, 2.36553, 2.36553, 0.356547, 0.356547
2.60506, 5.34128, 0, 2.60506, 5.34128, 0, 0.517122, 0.482878, 2.6484, 2.6484, 1.51274, 1.51274
-0.732115, 3.00727, 0, -0.732115, 3.00727, 0, 0.33074, 0.66926, 2.46907, 2.46907, 4.4872, 4.4872
-0.387597, -0.548099, 0, -0.387597, -0.548099, 0, 0.762652, 0.237348, 2.87618, 2.87618, 6.09936, 6.09936
-0.415209, 3.39113, 0, -0.415209, 3.39113, 0, 0.146678, 0.853322, 2.17412, 2.17412, 0.851138, 0.851138
-2.80283, -2.22165, 0, -2.80283, -2.22165, 0, 0.252567, 0.747433, 2.55149, 2.55149, 5.86868, 5.86868
-1.67771, -0.649497, 0, -1.67771, -0.649497, 0, 0.858391, 0.141609, 2.15372, 2.15372, 2.80937, 2.80937
2.4669, -0.219539, 0, 2.4669, -0.219539, 0, 0.811598, 0.188402, 2.21431, 2.21431, 5.44138, 5.44138
-6.30276, -3.16658, 0, -6.30276, -3.16658, 0, 0.37039, 0.62961, 2.53652, 2.53652, 5.72691, 5.72691
-0.0392994, 0.09584, 0, -0.0392994, 0.09584, 0, 0.94871, 0.0512896, 2.85825, 2.85825, 1.84522, 1.84522
0.2637, 2.25118, 0, 0.2637, 2.25118, 0, 0.828076, 0.171924, 1.7655, 1.7655, 1.18593, 1.18593
1.71658, 0.251839, 0, 1.71658, 0.251839, 0, 0.415209, 0.584791, 2.03361, 2.03361, 3.39511, 3.39511
2.87513, 0.728442, 0, 2.87513, 0.728442, 0, 0.763378, 0.236622, 2.71405, 2.71405, 1.21185, 1.21185
-0.933592, -0.188784, 0, -0.933592, -0.188784, 0, 0.888112, 0.111888, 2.34426, 2.34426, 3.59173, 3.59173
2.17891, 3.96498, 0, 2.17891, 3.96498, 0, 0.615443, 0.384557, 2.09801, 2.09801, 0.763113, 0.763113
-0.340079, 0.132766, 0, -0.340079, 0.132766, 0, 0.913323, 0.086677, 2.72061, 2.72061, 2.59474, 2.59474
0.00535196, 0.481041, 0, 0.00535196, 0.481041, 0, 0.94915, 0.0508504, 2.43317, 2.43317, 1.58758, 1.58758
3.62845, -1.64697, 0, 3.62845, -1.64697, 0, 0.361585, 0.638415, 2.78311, 2.78311, 5.88, 5.88
1.52063, 0.0934923, 0, 1.52063, 0.0934923, 0, 0.871313, 0.128687, 1.82714, 1.82714, 0.565058, 0.565058
0.135219, 0.00673794, 0, 0.135219, 0.00673794, 0, 0.985099, 0.0149013, 2.19931, 2.19931, 0.351231, 0.351231
2.84511, 1.03942, 0, 2.84511, 1.03942, 0, 0.68063, 0.31937, 2.6604, 2.6604, 0.417577, 0.417577
2.38416, -3.35713, 0, 2.38416, -3.35713, 0, 0.0894107, 0.910589, 2.22471, 2.22471, 3.79568, 3.79568
-2.08649, -2.75306, 0, -2.08649, -2.75306, 0, 0.308738, 0.691262, 2.16387, 2.16387, 2.07731, 2.07731
0.615014, 0.586772, 0, 0.615014, 0.586772, 0, 0.88724, 0.11276, 1.88543, 1.88543, 6.04477, 6.04477
-1.07585, 1.03874, 0, -1.07585, 1.03874, 0, 0.899167, 0.100833, 2.01947, 2.01947, 2.58717, 2.58717
1.12595, -1.00812, 0, 1.12595, -1.00812, 0, 0.827108, 0.172892, 2.43049, 2.43049, 5.59467, 5.59467
0.809316, -0.275057, 0, 0.809316, -0.275057, 0, 0.932628, 0.0673717, 2.70484, 2.70484, 4.61184, 4.61184
-2.57593, 0.243158, 0, -2.57593, 0.243158, 0, 0.830236, 0.169764, 1.90018, 1.90018, 0.977792, 0.977792
-0.356631, 2.98502, 0, -0.356631, 2.98502, 0, 0.678288, 0.321712, 1.9611, 1.9611, 0.97812, 0.97812
2.54033, 0.701708, 0, 2.54033, 0.701708, 0, 0.484063, 0.515937, 2.73351, 2.73351, 4.7048, 4.7048
-0.687422, -2.09925, 0, -0.687422, -2.09925, 0, 0.820742, 0.179258, 2.31541, 2.31541, 4.48026, 4.48026
3.79867, 0.609947, 0, 3.79867, 0.609947, 0, 0.150897, 0.849103, 2.45053, 2.45053, 2.47492, 2.47492
0.405596, 0.210318, 0, 0.405596, 0.210318, 0, 0.906053, 0.0939471, 2.82487, 2.82487, 0.368188, 0.368188
-1.72016, -1.369, 0, -1.72016, -1.369, 0, 0.28742, 0.71258, 2.83911, 2.83911, 4.55978, 4.55978
1.56888, -1.08884, 0, 1.56888, -1.08884, 0, 0.856789, 0.143211, 2.12106, 2.12106, 5.58889, 5.58889
3.07859, -0.759158, 0, 3.07859, -0.759158, 0, 0.707889, 0.292111, 2.17233, 2.17233, 5.56439, 5.56439
1.97232, -1.55619, 0, 1.97232, -1.55619, 0, 0.579014, 0.420986, 2.6409, 2.6409, 4.31299, 4.31299
0.458741, 3.13482, 0, 0.458741, 3.13482, 0, 0.667934, 0.332066, 2.34317, 2.34317, 5.79978, 5.79978
-3.11939, -1.14147, 0, -3.11939, -1.14147, 0, 0.703329, 0.296671, 2.58427, 2.58427, 2.58348, 2.58348
-2.31963, 3.39069, 0, -2.31963, 3.39069, 0, 0.578976, 0.421024, 2.1363, 2.1363, 1.4221, 1.4221
0.295824, 0.00239524, 0, 0.295824, 0.00239524, 0, 0.949941, 0.0500593, 2.60496, 2.60496, 0.283482, 0.283482
-0.741626, -0.536599, 0, -0.741626, -0.536599, 0, 0.931731, 0.0682694, 2.35034, 2.35034, 3.30585, 3.30585
1.54852, -3.37695, 0, 1.54852, -3.37695, 0, 0.421111, 0.578889, 2.80552, 2.80552, 2.12818, 2.12818
0.579367, 0.35081, 0, 0.579367, 0.35081, 0, 0.90926, 0.0907402, 2.91083, 2.91083, 0.9804, 0.9804
-1.42459, 3.82036, 0, -1.42459, 3.82036, 0, 0.0737781, 0.926222, 2.48377, 2.48377, 0.234783, 0.234783
3.69007, 1.8232, 0, 3.69007, 1.8232, 0, 0.423335, 0.576665, 2.54692, 2.54692, 1.28764, 1.28764
-0.0176143, 0.0194439, 0, -0.0176143, 0.0194439, 0, 0.993175, 0.0068253, 2.80819, 2.80819, 2.30686, 2.30686
-4.31078, 5.24751, 0, -4.31078, 5.24751, 0, 0.645214, 0.354786, 1.78877, 1.78877, 1.93574, 1.93574
1.34526, 1.93251, 0, 1.34526, 1.93251, 0, 0.015751, 0.984249, 2.77653, 2.77653, 1.29342, 1.29342
-1.29001, -3.09053, 1.77636e-016, -1.29001, -3.09053, 1.77636e-016, 0.68002, 0.31998, 2.4013, 2.4013, 4.50828, 4.50828
-0.0709827, -0.127022, 0, -0.0709827, -0.127022, 0, 0.98959, 0.0104101, 2.0432, 2.0432, 4.2028, 4.2028
-0.0273212, -0.0396922, 0, -0.0273212, -0.0396922, 0, 0.994307, 0.00569256, 2.58612, 2.58612, 3.96414, 3.96414
-5.91918, -1.15216, 0, -5.91918, -1.15216, 0, 0.240043, 0.759957, 2.91261, 2.91261, 5.92278, 5.92278
-1.15046, 0.269514, 0, -1.15046, 0.269514, 0, 0.909057, 0.0909428, 2.85254, 2.85254, 2.82545, 2.82545
-0.857143, -5.31495, 0, -0.857143, -5.31495, 0, 0.386451, 0.613549, 2.49575, 2.49575, 4.17687, 4.17687
-0.42917, -2.18119, 0, -0.42917, -2.18119, 0, 0.618282, 0.381718, 2.67778, 2.67778, 3.45806, 3.45806
-0.0283538, -0.141166, 0, -0.0283538, -0.141166, 0, 0.980934, 0.0190663, 2.48626, 2.48626, 4.46554, 4.46554
-0.974592, 1.58454, 0, -0.974592, 1.58454, 0, 0.814898, 0.185102, 2.23817, 2.23817, 1.43022, 1.43022
-0.531534, -0.79691, 0, -0.531534, -0.79691, 0, 0.91334, 0.0866598, 2.23089, 2.23089, 4.13044, 4.13044
1.61219, -1.95458, 0, 1.61219, -1.95458, 0, 0.809206, 0.190794, 1.7967, 1.7967, 4.9843, 4.9843
-2.49673, 0.000754485, 0, -2.49673, 0.000754485, 0, 0.811744, 0.188256, 2.19561, 2.19561, 3.47144, 3.47144
-2.58409, 0.791595, 0, -2.58409, 0.791595, 0, 0.77601, 0.22399, 2.32312, 2.32312, 6.04631, 6.04631
0.123873, 0.653549, 0, 0.123873, 0.653549, 0, 0.00230853, 0.997691, 2.50367, 2.50367, 1.93275, 1.93275
-6.46927, 2.78684, 0, -6.46927, 2.78684, 0, 0.403738, 0.596262, 2.43883, 2.43883, 2.85076, 2.85076
-0.539671, 0.0905101, 0, -0.539671, 0.0905101, 0, 0.617024, 0.382976, 2.71307, 2.71307, 2.47228, 2.47228
-0.695156, -0.586606, 0, -0.695156, -0.586606, 0, 0.673454, 0.326546, 2.94794, 2.94794, 0.181366, 0.181366
0.2184, -0.957152, 0, 0.2184, -0.957152, 0, 0.845686, 0.154314, 2.83484, 2.83484, 6.15624, 6.15624
1.07098, -5.1691, 0, 1.07098, -5.1691, 0, 0.139866, 0.860134, 2.4296, 2.4296, 5.24844, 5.24844
4.59162, -0.468301, 0, 4.59162, -0.468301, 0, 0.579186, 0.420814, 2.47163, 2.47163, 3.43111, 3.43111
-0.525513, -2.22476, 0, -0.525513, -2.22476, 0, 0.542256, 0.457744, 2.72881, 2.72881, 5.0887, 5.0887
-0.621826, -0.709931, 0, -0.621826, -0.709931, 0, 0.74563, 0.25437, 1.94335, 1.94335, 0.957863, 0.957863
-0.168952, 3.71841, 0, -0.168952, 3.71841, 0, 0.527283, 0.472717, 2.48107, 2.48107, 1.63781, 1.63781
0.127657, 0.0629535, 0, 0.127657, 0.0629535, 0, 0.930171, 0.0698286, 2.96113, 2.96113, 0.455988, 0.455988
0.137646, -0.963572, 0, 0.137646, -0.963572, 0, 0.850241, 0.149759, 2.53813, 2.53813, 5.21561, 5.21561
