Trajectory index, Trajectory type, X (A), Y (A), Z (A), E (keV), indexRegion, collisionType
1, 1, -1.32635e-008, -5.95469e-008, 0, 10, 1, 1
1, 1, -1.32635e-008, -5.95469e-008, 50, 9.9505, 1, 2
1, 1, -1.32635e-008, -5.95469e-008, 159.964, 9.90221, 0, 5
1, 1, 4.75162, 3.87937, 267.634, 9.85468, 0, 5
1, 1, 5.32024, 5.52177, 318.107, 9.83234, 0, 5
1, 1, 8.53123, 12.5992, 434.506, 9.78064, 0, 5
1, 1, 20.4322, 15.4399, 631.817, 9.69268, 0, 5
1, 1, 21.7104, 22.9131, 706.261, 9.65915, 0, 5
1, 1, 15.8869, 32.0241, 787.553, 9.62231, 0, 5
1, 1, 14.0199, 34.5731, 805.552, 9.61407, 0, 5
1, 1, 13.526, 35.3344, 810.759, 9.61169, 0, 5
1, 1, -2.47, 64.3564, 993.233, 9.52806, 0, 5
1, 1, -2.64887, 65.2059, 997.154, 9.52623, 0, 5
1, 1, -23.2896, 109.418, 1248.85, 9.40982, 0, 5
1, 1, -24.0762, 120.014, 1333.8, 9.37059, 0, 5
1, 1, -26.5729, 127.794, 1392.04, 9.34354, 0, 5
1, 1, -34.1307, 157.768, 1561.12, 9.26433, 0, 5
1, 1, -36.1797, 167.714, 1641.07, 9.22695, 0, 5
1, 1, -38.7209, 171.586, 1648.8, 9.22276, 0, 5
1, 1, -54.576, 192.719, 1702.48, 9.19491, 0, 5
1, 1, -61.4271, 201.497, 1729.45, 9.18129, 0, 5
1, 1, -63.3428, 204.376, 1737.49, 9.17721, 0, 5
1, 1, -121.362, 276.889, 1939.47, 9.07334, 0, 5
1, 1, -136.001, 297.668, 1996.43, 9.04394, 0, 5
1, 1, -151.796, 327.334, 2072.57, 9.00462, 0, 5
1, 1, -156.418, 333.921, 2090.68, 8.99523, 0, 5
1, 1, -158.598, 337.026, 2098.98, 8.9909, 0, 5
1, 1, -159.576, 338.58, 2102.29, 8.9891, 0, 5
1, 1, -180.686, 374.16, 2174.33, 8.94966, 0, 5
1, 1, -180.982, 374.575, 2175.26, 8.94916, 0, 5
1, 1, -187.335, 379.834, 2188.78, 8.94162, 0, 5
1, 1, -189.31, 381.088, 2192.9, 8.93936, 0, 5
1, 1, -218.783, 494.445, 2376.9, 8.83538, 0, 5
1, 1, -224.579, 519.995, 2425.9, 8.80866, 0, 5
1, 1, -226.257, 556.544, 2493.33, 8.77167, 0, 5
1, 1, -223.868, 569.565, 2522.65, 8.75611, 0, 5
1, 1, -224.224, 572.967, 2530.89, 8.7518, 0, 5
1, 1, -229.247, 597.505, 2585.33, 8.72276, 0, 5
1, 1, -237.451, 631.724, 2686.3, 8.67083, 0, 5
1, 1, -248.792, 672.432, 2808.54, 8.60772, 0, 5
1, 1, -251.201, 680.65, 2830.9, 8.59597, 0, 5
1, 1, -268.767, 726.802, 2952.74, 8.5314, 0, 5
1, 1, -269.834, 730.986, 2962.35, 8.5262, 0, 5
1, 1, -271.449, 735.304, 2969.67, 8.52192, 0, 5
1, 1, -272.196, 747.234, 2991.45, 8.50964, 0, 5
1, 1, -277.771, 831.032, 3158.73, 8.417, 0, 5
1, 1, -274.907, 857.505, 3208.88, 8.38866, 0, 5
1, 1, -275.623, 867.675, 3225.54, 8.37889, 0, 5
1, 1, -287.768, 1020.61, 3463.05, 8.23728, 0, 5
1, 1, -289.342, 1032.15, 3480.7, 8.22655, 0, 5
1, 1, -300.664, 1075.59, 3556.87, 8.18165, 0, 5
1, 1, -301.265, 1077.54, 3561, 8.1793, 0, 5
1, 1, -309.005, 1109.64, 3620.09, 8.14478, 0, 5
1, 1, -311.881, 1122.46, 3643.11, 8.13121, 0, 5
1, 1, -315.291, 1254.3, 3852.5, 8.00443, 0, 5
1, 1, -315.735, 1272.33, 3878.47, 7.98803, 0, 5
1, 1, -318.036, 1289.46, 3911.7, 7.96858, 0, 5
1, 1, -322.915, 1318.22, 3965.75, 7.93663, 0, 5
1, 1, -323.236, 1323.33, 3974.88, 7.93117, 0, 5
1, 1, -327.476, 1369.05, 4049.27, 7.88552, 0, 5
1, 1, -327.735, 1373.23, 4055.92, 7.8814, 0, 5
1, 1, -327.856, 1377.91, 4062.5, 7.87716, 0, 5
1, 1, -321.565, 1443.54, 4137.69, 7.82468, 0, 5
1, 1, -313.259, 1489.17, 4186.37, 7.78921, 0, 5
1, 1, -312.518, 1496.72, 4194.17, 7.78345, 0, 5
1, 1, -269.617, 1743.39, 4449.91, 7.59391, 0, 5
1, 1, -266.12, 1761.84, 4468.22, 7.57976, 0, 5
1, 1, -228.849, 1755.32, 4486.57, 7.55704, 0, 5
1, 1, -209.373, 1750.55, 4496.1, 7.54501, 0, 5
1, 1, -35.542, 1699.01, 4558.7, 7.44101, 0, 5
1, 1, 185.844, 1646.12, 4645.01, 7.30764, 0, 5
1, 1, 193.822, 1643.28, 4648.13, 7.30262, 0, 5
1, 1, 316.335, 1594.68, 4697.04, 7.2245, 0, 5
1, 1, 318.858, 1593.21, 4697.67, 7.22283, 0, 5
1, 1, 332.902, 1585.47, 4700.8, 7.21367, 0, 5
1, 1, 416.737, 1544.14, 4743.63, 7.15601, 0, 5
1, 1, 418.039, 1543.2, 4744.03, 7.15507, 0, 5
1, 1, 492.699, 1490.65, 4766.64, 7.102, 0, 5
1, 1, 555.899, 1443.05, 4782.93, 7.05615, 0, 5
1, 1, 582.726, 1418.8, 4802.03, 7.03283, 0, 5
1, 1, 585.065, 1417.17, 4803.27, 7.03106, 0, 5
1, 1, 803.812, 1305.88, 4934.21, 6.872, 0, 5
1, 1, 817.025, 1299.03, 4940.55, 6.8626, 0, 5
1, 1, 848.657, 1282.63, 4954.86, 6.84024, 0, 5
1, 1, 869.174, 1275.65, 4966.94, 6.82576, 0, 5
1, 1, 970.716, 1244.87, 5020.51, 6.75627, 0, 5
1, 1, 1000.29, 1236.15, 5038.88, 6.73513, 0, 5
1, 1, 1046.73, 1220.97, 5069.47, 6.70109, 0, 5
1, 1, 1062.9, 1215.41, 5080.14, 6.68914, 0, 5
1, 1, 1071.99, 1212.16, 5086.67, 6.68222, 0, 5
1, 1, 1154.78, 1178.02, 5150.05, 6.61706, 0, 5
1, 1, 1180.04, 1165.25, 5171.69, 6.59573, 0, 5
1, 1, 1268.1, 1115.31, 5250.74, 6.5187, 0, 5
1, 1, 1289.2, 1100.32, 5271.86, 6.49848, 0, 5
1, 1, 1328.3, 1067.28, 5309.49, 6.45995, 0, 5
1, 1, 1332.22, 1063.55, 5314.59, 6.45542, 0, 5
1, 1, 1342.59, 1053.12, 5328.68, 6.44301, 0, 5
1, 1, 1344.86, 1050.42, 5332.32, 6.43992, 0, 5
1, 1, 1345.19, 1050.14, 5332.77, 6.43953, 0, 5
1, 1, 1366.03, 1034.74, 5357.34, 6.41773, 0, 5
1, 1, 1368.28, 1033.16, 5360.31, 6.41525, 0, 5
1, 1, 1462.12, 968.617, 5486.5, 6.31116, 0, 5
1, 1, 1471.09, 961.144, 5501.15, 6.29955, 0, 5
1, 1, 1476.87, 956.142, 5510.74, 6.29194, 0, 5
1, 1, 1536.79, 922.965, 5595.98, 6.224, 0, 5
1, 1, 1579.84, 890.409, 5659.94, 6.17159, 0, 5
1, 1, 1591.16, 881.454, 5677.68, 6.15717, 0, 5
1, 1, 1591.51, 881.202, 5678.25, 6.15673, 0, 5
1, 1, 1595.81, 878.295, 5685.76, 6.15096, 0, 5
1, 1, 1641.58, 850.72, 5766.54, 6.08976, 0, 5
1, 1, 1665.32, 841.046, 5808.43, 6.0585, 0, 5
1, 1, 1676.02, 837.349, 5825.01, 6.04568, 0, 5
1, 1, 1676.07, 838.46, 5826.27, 6.0446, 0, 5
1, 1, 1676.43, 851.808, 5841.12, 6.03182, 0, 5
1, 1, 1681.05, 907.021, 5914.07, 5.9731, 0, 5
1, 1, 1681.19, 913.61, 5922.99, 5.96593, 0, 5
1, 1, 1680.48, 946.899, 5966.28, 5.93064, 0, 5
1, 1, 1680.04, 954.217, 5975.78, 5.92285, 0, 5
1, 1, 1679.33, 973.934, 6001.5, 5.90179, 0, 5
1, 1, 1665.17, 998.489, 6035.12, 5.87313, 0, 5
1, 1, 1660.76, 1008.14, 6047.9, 5.86227, 0, 5
1, 1, 1648.03, 1026.9, 6074.7, 5.8393, 0, 5
1, 1, 1633.92, 1047.63, 6104.6, 5.81367, 0, 5
1, 1, 1623.51, 1062.81, 6127.26, 5.79444, 0, 5
1, 1, 1621.6, 1065.21, 6131.75, 5.79085, 0, 5
1, 1, 1613.9, 1072.55, 6145.3, 5.77946, 0, 5
1, 1, 1603.72, 1083.47, 6165.56, 5.76281, 0, 5
1, 1, 1591.08, 1096.59, 6192.15, 5.74144, 0, 5
1, 1, 1588.87, 1099.08, 6197.15, 5.73745, 0, 5
1, 1, 1577.09, 1112.37, 6226.93, 5.71438, 0, 5
1, 1, 1571.26, 1120.4, 6242.27, 5.70219, 0, 5
1, 1, 1551.67, 1145.36, 6292.17, 5.66267, 0, 5
1, 1, 1550.67, 1156.96, 6309.18, 5.64883, 0, 5
1, 1, 1550.11, 1160.29, 6315.57, 5.64397, 0, 5
1, 1, 1549.29, 1164.86, 6323.97, 5.6375, 0, 5
1, 1, 1541.75, 1183.35, 6356.55, 5.61175, 0, 5
1, 1, 1535.65, 1197.65, 6389.99, 5.58682, 0, 5
1, 1, 1529.41, 1207.66, 6418.79, 5.5657, 0, 5
1, 1, 1492.8, 1258.04, 6580.75, 5.44765, 0, 5
1, 1, 1485.81, 1267.91, 6616.82, 5.42136, 0, 5
1, 1, 1479.91, 1276.68, 6643.2, 5.40166, 0, 5
1, 1, 1478.92, 1277.85, 6647.25, 5.39864, 0, 5
1, 1, 1474.59, 1285.99, 6668.27, 5.38267, 0, 5
1, 1, 1473.72, 1288.52, 6674.03, 5.37824, 0, 5
1, 1, 1447.81, 1382.32, 6874.24, 5.22294, 0, 5
1, 1, 1447.27, 1385.55, 6882.56, 5.21656, 0, 5
1, 1, 1425.6, 1399.61, 6872.05, 5.19667, 0, 5
1, 1, 1393.57, 1419.71, 6857.31, 5.16763, 0, 5
1, 1, 1381.35, 1427.43, 6851.97, 5.15656, 0, 5
1, 1, 1378.5, 1429.42, 6850.77, 5.15391, 0, 5
1, 1, 1332.02, 1463.25, 6831.65, 5.1103, 0, 5
1, 1, 1288.41, 1505.06, 6807.47, 5.06317, 0, 5
1, 1, 1276.07, 1516.21, 6796.29, 5.04856, 0, 5
1, 1, 1211.69, 1576.76, 6735.81, 4.97031, 0, 5
1, 1, 1204.03, 1584.7, 6724.92, 4.95885, 0, 5
1, 1, 1157.09, 1620.76, 6671.09, 4.89961, 0, 5
1, 1, 1154.51, 1622.69, 6667.34, 4.89592, 0, 5
1, 1, 1148.29, 1628.55, 6653.1, 4.88351, 0, 5
1, 1, 1137.93, 1635.19, 6638.28, 4.86909, 0, 5
1, 1, 1137.33, 1635.37, 6637.42, 4.86828, 0, 5
1, 1, 1127.27, 1640.59, 6620.5, 4.853, 0, 5
1, 1, 1126.02, 1641.25, 6618.47, 4.85115, 0, 5
1, 1, 1124.94, 1641.8, 6616.79, 4.84959, 0, 5
1, 1, 1089.61, 1665.59, 6565.74, 4.79956, 0, 5
1, 1, 1062.88, 1687.82, 6522.24, 4.75734, 0, 5
1, 1, 1033.11, 1717.91, 6483.6, 4.71361, 0, 5
1, 1, 990.885, 1756.96, 6431.25, 4.65386, 0, 5
1, 1, 987.547, 1760.49, 6425.09, 4.64778, 0, 5
1, 1, 980.634, 1767.18, 6412.15, 4.63527, 0, 5
1, 1, 971.623, 1777.38, 6395.25, 4.61839, 0, 5
1, 1, 946.242, 1799.04, 6362.43, 4.58191, 0, 5
1, 1, 929.179, 1815.53, 6335.38, 4.55369, 0, 5
1, 1, 902.425, 1836.73, 6298.84, 4.5143, 0, 5
1, 1, 861.725, 1860.84, 6238.61, 4.45361, 0, 5
1, 1, 850.699, 1865.7, 6222.86, 4.43773, 0, 5
1, 1, 839.311, 1870.15, 6206.1, 4.42108, 0, 5
1, 1, 830.109, 1873.66, 6190.33, 4.40612, 0, 5
1, 1, 808.705, 1883.53, 6158.57, 4.37422, 0, 5
1, 1, 771.952, 1893.47, 6097.73, 4.31603, 0, 5
1, 1, 759.276, 1901.97, 6072.47, 4.29186, 0, 5
1, 1, 714.099, 1924.27, 5989.8, 4.21229, 0, 5
1, 1, 680.429, 1937.13, 5910.4, 4.13964, 0, 5
1, 1, 677.86, 1936.45, 5906.93, 4.13596, 0, 5
1, 1, 613.284, 1926.07, 5837.69, 4.05555, 0, 5
1, 1, 594.856, 1923.49, 5818.3, 4.03254, 0, 5
1, 1, 575.522, 1920.15, 5798.74, 4.00873, 0, 5
1, 1, 557.255, 1912.56, 5781.25, 3.98594, 0, 5
1, 1, 549.002, 1909.16, 5772.05, 3.97483, 0, 5
1, 1, 525.478, 1905.14, 5748.57, 3.94576, 0, 5
1, 1, 522.003, 1905.14, 5745.67, 3.9418, 0, 5
1, 1, 520.364, 1905.08, 5744.31, 3.93994, 0, 5
1, 1, 503.368, 1905.78, 5729.67, 3.92033, 0, 5
1, 1, 488.565, 1907.39, 5716.43, 3.90285, 0, 5
1, 1, 467.247, 1914.73, 5698.08, 3.87728, 0, 5
1, 1, 466.708, 1914.89, 5697.66, 3.87665, 0, 5
1, 1, 453.597, 1918.99, 5687.55, 3.86158, 0, 5
1, 1, 446.909, 1921.79, 5681.67, 3.8533, 0, 5
1, 1, 402.009, 1946.76, 5638.28, 3.79359, 0, 5
1, 1, 386.072, 1952.35, 5626.01, 3.77485, 0, 5
1, 1, 368.481, 1959.76, 5613.23, 3.75415, 0, 5
1, 1, 367.16, 1960.15, 5612.27, 3.75264, 0, 5
1, 1, 359.546, 1962.33, 5605.54, 3.74323, 0, 5
1, 1, 353.864, 1964.34, 5599.72, 3.73564, 0, 5
1, 1, 325.047, 1973.2, 5571.22, 3.69798, 0, 5
1, 1, 324.013, 1973.45, 5570.19, 3.69663, 0, 5
1, 1, 303.986, 1977.38, 5551.61, 3.67139, 0, 5
1, 1, 272.355, 1982.38, 5523.16, 3.63203, 0, 5
1, 1, 267.84, 1983.21, 5519.22, 3.62643, 0, 5
1, 1, 229.085, 1983.43, 5472.76, 3.57035, 0, 5
1, 1, 226.969, 1983.25, 5470.41, 3.56738, 0, 5
1, 1, 268.551, 1953.38, 5458.71, 3.51813, 0, 5
1, 1, 285.893, 1940.82, 5452.54, 3.49703, 0, 5
1, 1, 296.872, 1933.32, 5448.94, 3.48393, 0, 5
1, 1, 329.712, 1910.12, 5440.01, 3.44466, 0, 5
1, 1, 362.811, 1878.35, 5431.01, 3.39972, 0, 5
1, 1, 372.87, 1868.04, 5427.63, 3.38536, 0, 5
1, 1, 374.861, 1866.58, 5427.38, 3.38295, 0, 5
1, 1, 381.62, 1861.88, 5427.35, 3.37494, 0, 5
1, 1, 412.846, 1842.36, 5430.11, 3.33893, 0, 5
1, 1, 418.194, 1840.25, 5431.11, 3.3332, 0, 5
1, 1, 432.989, 1833.31, 5429.58, 3.31706, 0, 5
1, 1, 433.861, 1832.89, 5429.57, 3.3161, 0, 5
1, 1, 470.45, 1813.24, 5428.9, 3.27509, 0, 5
1, 1, 500.863, 1793.3, 5430.47, 3.23885, 0, 5
1, 1, 501.877, 1792.5, 5430.35, 3.23755, 0, 5
1, 1, 502.474, 1792.27, 5430.37, 3.2369, 0, 5
1, 1, 508.26, 1790.29, 5430.89, 3.23074, 0, 5
1, 1, 510.149, 1789.79, 5430.94, 3.22878, 0, 5
1, 1, 573.189, 1774.92, 5432.59, 3.16362, 0, 5
1, 1, 585.112, 1771.01, 5431.81, 3.15079, 0, 5
1, 1, 585.971, 1770.49, 5431.66, 3.14975, 0, 5
1, 1, 608.85, 1758.72, 5427.91, 3.12315, 0, 5
1, 1, 631.615, 1752.25, 5446.59, 3.09212, 0, 5
1, 1, 636.935, 1751.9, 5452.89, 3.08356, 0, 5
1, 1, 640.011, 1751.53, 5456.46, 3.07866, 0, 5
1, 1, 719.151, 1735.98, 5537.23, 2.95999, 0, 5
1, 1, 744.868, 1736.59, 5561.9, 2.92191, 0, 5
1, 1, 787.481, 1733.55, 5603.55, 2.85761, 0, 5
1, 1, 798.731, 1730.2, 5610.8, 2.84251, 0, 5
1, 1, 825.202, 1726.13, 5623.24, 2.81007, 0, 5
1, 1, 847.727, 1721.4, 5631.97, 2.78281, 0, 5
1, 1, 897.164, 1709.89, 5653.35, 2.72142, 0, 5
1, 1, 950.088, 1686.28, 5664.56, 2.65462, 0, 5
1, 1, 954.505, 1684.21, 5665.68, 2.64885, 0, 5
1, 1, 961.149, 1679.25, 5667.98, 2.63894, 0, 5
1, 1, 1002.84, 1659.64, 5677.82, 2.58449, 0, 5
1, 1, 1022.32, 1650.72, 5673.99, 2.55897, 0, 5
1, 1, 1038.26, 1639.06, 5669.38, 2.53504, 0, 5
1, 1, 1074.27, 1613.44, 5654.63, 2.4797, 0, 5
1, 1, 1081.34, 1608.55, 5651.3, 2.46859, 0, 5
1, 1, 1087.86, 1602.89, 5648.27, 2.45752, 0, 5
1, 1, 1088.06, 1602.65, 5648.16, 2.45711, 0, 5
1, 1, 1102.64, 1586.83, 5643.36, 2.43037, 0, 5
1, 1, 1111.48, 1578.24, 5643.38, 2.41531, 0, 5
1, 1, 1152.21, 1547.54, 5642.84, 2.35272, 0, 5
1, 1, 1160.59, 1539.97, 5641.85, 2.33856, 0, 5
1, 1, 1182.56, 1516.26, 5640.91, 2.298, 0, 5
1, 1, 1203.62, 1492.11, 5639.2, 2.25728, 0, 5
1, 1, 1207.81, 1487.79, 5639.2, 2.24955, 0, 5
1, 1, 1209.33, 1480.18, 5642.46, 2.23873, 0, 5
1, 1, 1213.23, 1464.87, 5649.72, 2.21627, 0, 5
1, 1, 1207.58, 1459.99, 5658.24, 2.20154, 0, 5
1, 1, 1194.04, 1453.03, 5666.1, 2.17917, 0, 5
1, 1, 1178.28, 1427.73, 5674.32, 2.13852, 0, 5
1, 1, 1173.61, 1418.81, 5676.09, 2.12491, 0, 5
1, 1, 1172.48, 1415.96, 5676.25, 2.12081, 0, 5
1, 1, 1168.87, 1406.33, 5677.18, 2.10699, 0, 5
1, 1, 1166.43, 1397.3, 5675.99, 2.09432, 0, 5
1, 1, 1140.6, 1324.08, 5670.56, 1.98927, 0, 5
1, 1, 1133.15, 1303.39, 5670.3, 1.95857, 0, 5
1, 1, 1122.93, 1275.64, 5672.47, 1.91675, 0, 5
1, 1, 1118.59, 1239.11, 5674.45, 1.86405, 0, 5
1, 1, 1116.2, 1227.88, 5683.01, 1.84318, 0, 5
1, 1, 1111.83, 1214.98, 5692.04, 1.81922, 0, 5
1, 1, 1111.1, 1210.58, 5695.98, 1.81042, 0, 5
1, 1, 1111.02, 1206.2, 5699.25, 1.8023, 0, 5
1, 1, 1111.88, 1193.16, 5704.89, 1.78111, 0, 5
1, 1, 1111.89, 1192.96, 5704.99, 1.78078, 0, 5
1, 1, 1116.37, 1169.83, 5715.39, 1.74214, 0, 5
1, 1, 1121.96, 1142.73, 5729.76, 1.6947, 0, 5
1, 1, 1123.69, 1137.19, 5733.71, 1.68384, 0, 5
1, 1, 1127.12, 1132.29, 5735.16, 1.67427, 0, 5
1, 1, 1137.6, 1114.61, 5739.41, 1.64151, 0, 5
1, 1, 1175.02, 1062.39, 5757.42, 1.53607, 0, 5
1, 1, 1175.28, 1061.04, 5757.82, 1.53371, 0, 5
1, 1, 1180, 993.029, 5770.59, 1.41927, 0, 5
1, 1, 1179.8, 992.115, 5770.76, 1.41763, 0, 5
1, 1, 1178.46, 984.579, 5773.34, 1.40363, 0, 5
1, 1, 1177.05, 977.938, 5775.64, 1.39113, 0, 5
1, 1, 1174.54, 965.521, 5779.96, 1.36767, 0, 5
1, 1, 1166.68, 948.86, 5789.77, 1.33069, 0, 5
1, 1, 1163.57, 951.118, 5806.33, 1.30007, 0, 5
1, 1, 1160.6, 951.856, 5812.64, 1.28724, 0, 5
1, 1, 1153.25, 954.841, 5825.11, 1.26008, 0, 5
1, 1, 1140.67, 958.136, 5845.24, 1.21544, 0, 5
1, 1, 1133.91, 958.281, 5861.61, 1.18172, 0, 5
1, 1, 1133.96, 958.232, 5863.72, 1.17764, 0, 5
1, 1, 1143.04, 969.741, 5876.62, 1.13976, 0, 5
1, 1, 1143.32, 972.948, 5879.47, 1.13126, 0, 5
1, 1, 1143.32, 973.056, 5879.57, 1.13097, 0, 5
1, 1, 1143.71, 978.807, 5884.34, 1.1161, 0, 5
1, 1, 1147.45, 1010.77, 5907.29, 1.03693, 0, 5
1, 1, 1144.63, 1021.01, 5910.59, 1.01368, 0, 5
1, 1, 1143.8, 1025.16, 5911.68, 1.00442, 0, 5
1, 1, 1136.05, 1057.17, 5897.45, 0.927992, 0, 5
1, 1, 1132.06, 1072.44, 5889.88, 0.888965, 0, 5
1, 1, 1131.58, 1077.95, 5887.17, 0.874911, 0, 5
1, 1, 1131.01, 1082.71, 5884.65, 0.862421, 0, 5
1, 1, 1131.47, 1088.18, 5883.3, 0.849302, 0, 5
1, 1, 1131.44, 1088.37, 5883.21, 0.848801, 0, 5
1, 1, 1132.31, 1087.04, 5887.85, 0.837323, 0, 5
1, 1, 1133.09, 1085.28, 5892.7, 0.824981, 0, 5
1, 1, 1136.53, 1073.5, 5916.58, 0.76108, 0, 5
1, 1, 1139.11, 1069.23, 5923.1, 0.74065, 0, 5
1, 1, 1139.8, 1068.47, 5924.65, 0.735964, 0, 5
1, 1, 1153.44, 1062.7, 5926.26, 0.698223, 0, 5
1, 1, 1163.91, 1058.14, 5927.45, 0.668321, 0, 5
1, 1, 1167.63, 1056.41, 5925.92, 0.656641, 0, 5
1, 1, 1167.87, 1056.34, 5925.82, 0.65592, 0, 5
1, 1, 1168.56, 1056.2, 5925.5, 0.653848, 0, 5
1, 1, 1173.87, 1056.31, 5921.07, 0.635198, 0, 5
1, 1, 1178.78, 1056.44, 5917.78, 0.619024, 0, 5
1, 1, 1188.47, 1054.64, 5910.81, 0.585544, 0, 5
1, 1, 1194.21, 1054.77, 5906.24, 0.564623, 0, 5
1, 1, 1196.92, 1055.01, 5904.22, 0.554781, 0, 5
1, 1, 1197.19, 1055.09, 5903.96, 0.553673, 0, 5
1, 1, 1186.82, 1049.74, 5898.1, 0.515396, 0, 5
1, 1, 1187.02, 1049.18, 5895.84, 0.508292, 0, 5
1, 1, 1186.88, 1048.29, 5893.84, 0.501595, 0, 5
1, 1, 1185.05, 1041.18, 5880.04, 0.453509, 0, 5
1, 1, 1182.39, 1040.57, 5876.09, 0.438052, 0, 5
1, 1, 1178.32, 1043.31, 5869.42, 0.410935, 0, 5
1, 1, 1177.38, 1044.09, 5867.98, 0.404556, 0, 5
1, 1, 1177.81, 1044.13, 5867.5, 0.402375, 0, 5
1, 1, 1187.27, 1049.61, 5859.41, 0.356117, 0, 5
1, 1, 1188.8, 1047.97, 5856.61, 0.343257, 0, 5
1, 1, 1196.22, 1041.96, 5845.22, 0.289171, 0, 5
1, 1, 1197.38, 1040.86, 5843.65, 0.280456, 0, 5
1, 1, 1202.39, 1038.86, 5840.1, 0.255045, 0, 5
1, 1, 1202.84, 1038.21, 5838.65, 0.248306, 0, 5
1, 1, 1202.87, 1038.2, 5838.6, 0.248082, 0, 5
1, 1, 1203.7, 1040.73, 5829.76, 0.210111, 0, 5
1, 1, 1203.33, 1043.05, 5818.49, 0.160113, 0, 5
1, 1, 1203.4, 1043.39, 5816.87, 0.152324, 0, 5
1, 1, 1203, 1045.46, 5818.56, 0.13951, 0, 5
1, 1, 1202.98, 1045.57, 5818.92, 0.13765, 0, 5
1, 1, 1200.58, 1046.41, 5819.55, 0.124901, 0, 5
1, 1, 1199.7, 1046.65, 5820.46, 0.118518, 0, 5
1, 1, 1199.58, 1046.56, 5820.77, 0.116799, 0, 5
1, 1, 1191.18, 1051, 5813.15, 0.0556289, 0, 5
2, 1, 2.70691e-008, 4.70614e-008, 0, 10, 1, 1
2, 1, 2.70691e-008, 4.70614e-008, 50, 9.9505, 1, 2
2, 1, 2.70691e-008, 4.70614e-008, 136.491, 9.91252, 0, 5
2, 1, -1.62813, 2.84717, 194.614, 9.88688, 0, 5
2, 1, -1.66349, 2.88861, 195.598, 9.88644, 0, 5
2, 1, -14.999, 7.00058, 275.855, 9.8505, 0, 5
2, 1, -16.0813, 6.87771, 283.049, 9.84728, 0, 5
2, 1, -34.6942, 8.64539, 395.949, 9.79662, 0, 5
2, 1, -65.9018, 8.91743, 593.259, 9.70785, 0, 5
2, 1, -66.486, 9.02263, 597.929, 9.70574, 0, 5
2, 1, -68.892, 8.92102, 617.515, 9.69691, 0, 5
2, 1, -72.925, 9.44306, 649.566, 9.68244, 0, 5
2, 1, -106.429, 11.6445, 848.502, 9.59197, 0, 5
2, 1, -107.669, 11.4632, 858.702, 9.58733, 0, 5
2, 1, -110.153, 12.6935, 876.428, 9.57922, 0, 5
2, 1, -117.776, 17.0298, 915.89, 9.56095, 0, 5
2, 1, -124.243, 26.4201, 964.228, 9.53846, 0, 5
2, 1, -127.183, 31.7457, 1024.98, 9.51076, 0, 5
2, 1, -127.355, 32.1705, 1029.02, 9.50891, 0, 5
2, 1, -129.338, 33.7214, 1052.4, 9.49822, 0, 5
2, 1, -148.573, -2.45314, 1088.13, 9.47348, 0, 5
2, 1, -168.723, -34.4407, 1123.75, 9.4498, 0, 5
2, 1, -215.363, -109.223, 1205.98, 9.39473, 0, 5
2, 1, -330.905, -235.11, 1333.4, 9.29691, 0, 5
2, 1, -379.204, -291.449, 1380.89, 9.25615, 0, 5
2, 1, -384.001, -297.814, 1385.74, 9.25182, 0, 5
2, 1, -414.94, -472.147, 1518.25, 9.14913, 0, 5
2, 1, -418.993, -484.708, 1529.56, 9.14099, 0, 5
2, 1, -423.168, -522.942, 1561.34, 9.11761, 0, 5
2, 1, -426.616, -545.398, 1579.81, 9.10386, 0, 5
2, 1, -485.574, -843.531, 1821.59, 8.9213, 0, 5
2, 1, -517.637, -1016.51, 1950.1, 8.81728, 0, 5
2, 1, -534.135, -1122.19, 2032.48, 8.75225, 0, 5
2, 1, -542.166, -1170.48, 2073.92, 8.72118, 0, 5
2, 1, -545.141, -1197.8, 2102.66, 8.70186, 0, 5
2, 1, -547.081, -1214.47, 2119.82, 8.69018, 0, 5
2, 1, -547.892, -1225.07, 2129.86, 8.68306, 0, 5
2, 1, -551.058, -1272.34, 2174.91, 8.65119, 0, 5
2, 1, -550.391, -1341.27, 2202.34, 8.61493, 0, 5
2, 1, -550.839, -1352.02, 2206.66, 8.60925, 0, 5
2, 1, -551.257, -1368.05, 2218.42, 8.59949, 0, 5
2, 1, -553.001, -1402.45, 2245.45, 8.57799, 0, 5
2, 1, -550.397, -1637.96, 2454.26, 8.42315, 0, 5
2, 1, -552.999, -1664.21, 2479.28, 8.40502, 0, 5
2, 1, -553.256, -1684.66, 2500.7, 8.39022, 0, 5
2, 1, -553.285, -1716.66, 2533.89, 8.36716, 0, 5
2, 1, -550.102, -1801.8, 2634.98, 8.30087, 0, 5
2, 1, -549.195, -1816.45, 2651.35, 8.28979, 0, 5
2, 1, -546.974, -1902.94, 2742.55, 8.22631, 0, 5
2, 1, -547.519, -1910.5, 2751.16, 8.22049, 0, 5
2, 1, -545.495, -1940.47, 2785.71, 8.19723, 0, 5
2, 1, -544.504, -1971.56, 2823.7, 8.17222, 0, 5
2, 1, -543.636, -1982.96, 2837.9, 8.16292, 0, 5
2, 1, -542.477, -2001.44, 2863.77, 8.14667, 0, 5
2, 1, -536.04, -2108.87, 3017.88, 8.0505, 0, 5
2, 1, -549.837, -2141.07, 3046.46, 8.02716, 0, 5
2, 1, -557.004, -2156.96, 3060.72, 8.01551, 0, 5
